exam_id,exam_type,license_type,year_label,exam_round,exam_date_label,question_id,question_no,section_no,section_name,question_type,prompt,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,choice_7,choice_8,full_question_text,correct_answer,explanation,source_question_file,source_answer_file
practice_500_freight,運行管理者試験,貨物,実践演習,500問演習,オリジナル演習,practice_500_freight_q011,11,1,貨物自動車運送事業法関係,combination,貨物自動車運送事業法の目的について、次のＡ、Ｂ、Ｃに入るべき字句を選択肢から選びなさい。貨物自動車運送事業の運営を（Ａ）なものとし、（Ｂ）を確保するとともに、事業の（Ｃ）を図る。,公正,適正かつ合理的,輸送の安全,利用者の利益,健全な発達,迅速な処分,過労運転,事故統計,"貨物自動車運送事業法の目的について、次のＡ、Ｂ、Ｃに入るべき字句を選択肢から選びなさい。貨物自動車運送事業の運営を（Ａ）なものとし、（Ｂ）を確保するとともに、事業の（Ｃ）を図る。
1. 公正
2. 適正かつ合理的
3. 輸送の安全
4. 利用者の利益
5. 健全な発達
6. 迅速な処分
7. 過労運転
8. 事故統計",A-2;B-3;C-5,目的規定は、運営の適正・合理化、輸送の安全確保、事業の健全な発達を柱とする。,generated_practice,generated_practice
practice_500_freight,運行管理者試験,貨物,実践演習,500問演習,オリジナル演習,practice_500_freight_q012,12,1,貨物自動車運送事業法関係,single_select,交替運転者に関する次の記述のうち、正しいものを１つ選びなさい。安全確保の観点から判断しなさい。,交替運転者の配置は運転者本人の希望がある場合に限られる。,長距離運転又は夜間運転で疲労等により安全運転を継続できないおそれがある場合、あらかじめ交替運転者を配置する必要がある。,交替運転者は事故が発生してから手配すれば足りる。,夜間運転では疲労のおそれがあっても、交替運転者の配置を検討する必要はない。,,,,,"交替運転者に関する次の記述のうち、正しいものを１つ選びなさい。安全確保の観点から判断しなさい。
1. 交替運転者の配置は運転者本人の希望がある場合に限られる。
2. 長距離運転又は夜間運転で疲労等により安全運転を継続できないおそれがある場合、あらかじめ交替運転者を配置する必要がある。
3. 交替運転者は事故が発生してから手配すれば足りる。
4. 夜間運転では疲労のおそれがあっても、交替運転者の配置を検討する必要はない。",2,交替運転者については、「長距離運転又は夜間運転で疲労等により安全運転を継続できないおそれがある場合、あらかじめ交替運転者を配置する必要がある。」が正しい。その他の選択肢は、要件、期限、主体又は義務の内容が法令上の原則と異なる。,generated_practice,generated_practice
practice_500_freight,運行管理者試験,貨物,実践演習,500問演習,オリジナル演習,practice_500_freight_q013,13,1,貨物自動車運送事業法関係,multiple_select,貨物自動車運送事業法に関する次の記述のうち、正しいものを２つ選びなさい。法令上の原則に基づいて判断しなさい。,事故惹起運転者や初任運転者など一定の運転者には、告示で定める特別な指導を行う必要がある。,新たに選任した運行管理者には、所定の年度に基礎講習又は一般講習を受講させる必要がある。,事故惹起運転者に対する特別指導は、事故後３年以内に行えばよい。,事故に係る営業所の運行管理者に講習を受けさせる制度はない。,,,,,"貨物自動車運送事業法に関する次の記述のうち、正しいものを２つ選びなさい。法令上の原則に基づいて判断しなさい。
1. 事故惹起運転者や初任運転者など一定の運転者には、告示で定める特別な指導を行う必要がある。
2. 新たに選任した運行管理者には、所定の年度に基礎講習又は一般講習を受講させる必要がある。
3. 事故惹起運転者に対する特別指導は、事故後３年以内に行えばよい。
4. 事故に係る営業所の運行管理者に講習を受けさせる制度はない。","1,2",正しい記述は「特別指導」と「運行管理者講習」に関するもの。誤りの選択肢は、法令上の主体、期限、義務の範囲又は実務上の判断を取り違えている。,generated_practice,generated_practice
practice_500_freight,運行管理者試験,貨物,実践演習,500問演習,オリジナル演習,practice_500_freight_q014,14,1,貨物自動車運送事業法関係,single_select,適性診断に関する次の記述のうち、正しいものを１つ選びなさい。実務での運行管理を想定して判断しなさい。,適性診断は運転者が希望した場合だけ受診させればよい。,高齢運転者に対する適性診断は、75歳になるまで不要である。,事故惹起運転者には適性診断ではなく、口頭注意だけで足りる。,事故惹起運転者、初任運転者、高齢運転者などには、所定の適性診断を受診させる必要がある。,,,,,"適性診断に関する次の記述のうち、正しいものを１つ選びなさい。実務での運行管理を想定して判断しなさい。
1. 適性診断は運転者が希望した場合だけ受診させればよい。
2. 高齢運転者に対する適性診断は、75歳になるまで不要である。
3. 事故惹起運転者には適性診断ではなく、口頭注意だけで足りる。
4. 事故惹起運転者、初任運転者、高齢運転者などには、所定の適性診断を受診させる必要がある。",4,適性診断については、「事故惹起運転者、初任運転者、高齢運転者などには、所定の適性診断を受診させる必要がある。」が正しい。その他の選択肢は、要件、期限、主体又は義務の内容が法令上の原則と異なる。,generated_practice,generated_practice
practice_500_freight,運行管理者試験,貨物,実践演習,500問演習,オリジナル演習,practice_500_freight_q015,15,1,貨物自動車運送事業法関係,true_false_group,貨物自動車運送事業法関係に関する次の記述のうち、適切なものには「適」を、適切でないものには「不適」を記入しなさい。試験対策として、もっとも適切な記述を選びなさい。,過積載運送が荷主の指示に基づくことが明らかで、事業者処分だけでは再発防止が困難な場合、荷主にも勧告できる。,荷主への勧告は、運転者が口頭で直接行う行政処分である。,乗務前点呼では、酒気帯びの有無、疾病・疲労等の有無、日常点検の実施又は確認について報告を求め、必要な指示を行う。,乗務前点呼では、酒気帯びの有無だけ確認すれば足り、日常点検の報告は不要である。,,,,,"貨物自動車運送事業法関係に関する次の記述のうち、適切なものには「適」を、適切でないものには「不適」を記入しなさい。試験対策として、もっとも適切な記述を選びなさい。
1. 過積載運送が荷主の指示に基づくことが明らかで、事業者処分だけでは再発防止が困難な場合、荷主にも勧告できる。
2. 荷主への勧告は、運転者が口頭で直接行う行政処分である。
3. 乗務前点呼では、酒気帯びの有無、疾病・疲労等の有無、日常点検の実施又は確認について報告を求め、必要な指示を行う。
4. 乗務前点呼では、酒気帯びの有無だけ確認すれば足り、日常点検の報告は不要である。","適-1,3;不適-2,4",１と３は、それぞれ「荷主への勧告」「点呼」の原則に合っている。２と４は、要件や判断基準が原則と異なるため不適切である。,generated_practice,generated_practice
practice_500_freight,運行管理者試験,貨物,実践演習,500問演習,オリジナル演習,practice_500_freight_q016,16,1,貨物自動車運送事業法関係,single_select,安全情報の公表に関する次の記述のうち、誤っているものを１つ選びなさい。安全確保の観点から判断しなさい。,補助者を選任して点呼の一部を行わせる場合でも、運行管理者は補助者を指導監督する必要がある。,運行管理者個人の住所は、輸送の安全に関する公表事項である。,事業者は、輸送の安全に関する基本方針、目標及び達成状況、事故統計など一定事項を公表する。,事業者は、運行管理者に必要な権限を与え、その助言を尊重する必要がある。,,,,,"安全情報の公表に関する次の記述のうち、誤っているものを１つ選びなさい。安全確保の観点から判断しなさい。
1. 補助者を選任して点呼の一部を行わせる場合でも、運行管理者は補助者を指導監督する必要がある。
2. 運行管理者個人の住所は、輸送の安全に関する公表事項である。
3. 事業者は、輸送の安全に関する基本方針、目標及び達成状況、事故統計など一定事項を公表する。
4. 事業者は、運行管理者に必要な権限を与え、その助言を尊重する必要がある。",2,安全情報の公表については、「事業者は、輸送の安全に関する基本方針、目標及び達成状況、事故統計など一定事項を公表する。」が基本である。正答の選択肢はこの原則と異なるため誤りである。,generated_practice,generated_practice
practice_500_freight,運行管理者試験,貨物,実践演習,500問演習,オリジナル演習,practice_500_freight_q017,17,1,貨物自動車運送事業法関係,single_select,事業計画変更に関する次の記述のうち、正しいものを１つ選びなさい。法令上の原則に基づいて判断しなさい。,自動車車庫の位置及び収容能力など重要な事業計画変更には、原則として認可が必要である。,自動車車庫の位置変更は、変更後１年以内に任意で報告すればよい。,休憩又は睡眠施設の位置及び収容能力の変更は、常に届出不要である。,すべての事業計画変更は、事前認可ではなく事後届出で足りる。,,,,,"事業計画変更に関する次の記述のうち、正しいものを１つ選びなさい。法令上の原則に基づいて判断しなさい。
1. 自動車車庫の位置及び収容能力など重要な事業計画変更には、原則として認可が必要である。
2. 自動車車庫の位置変更は、変更後１年以内に任意で報告すればよい。
3. 休憩又は睡眠施設の位置及び収容能力の変更は、常に届出不要である。
4. すべての事業計画変更は、事前認可ではなく事後届出で足りる。",1,事業計画変更については、「自動車車庫の位置及び収容能力など重要な事業計画変更には、原則として認可が必要である。」が正しい。その他の選択肢は、要件、期限、主体又は義務の内容が法令上の原則と異なる。,generated_practice,generated_practice
practice_500_freight,運行管理者試験,貨物,実践演習,500問演習,オリジナル演習,practice_500_freight_q018,18,1,貨物自動車運送事業法関係,multiple_select,貨物自動車運送事業法に関する次の記述のうち、正しいものを２つ選びなさい。実務での運行管理を想定して判断しなさい。,点呼で酒気帯びの有無を確認する場合は、目視等の確認のほか、アルコール検知器を用いる必要がある。,新任の運行管理者は、資格者証があれば講習を受ける必要が一切ない。,アルコール検知器は乗務前点呼だけで用いればよく、乗務後点呼では不要である。,新たに選任した運行管理者には、所定の年度に基礎講習又は一般講習を受講させる必要がある。,,,,,"貨物自動車運送事業法に関する次の記述のうち、正しいものを２つ選びなさい。実務での運行管理を想定して判断しなさい。
1. 点呼で酒気帯びの有無を確認する場合は、目視等の確認のほか、アルコール検知器を用いる必要がある。
2. 新任の運行管理者は、資格者証があれば講習を受ける必要が一切ない。
3. アルコール検知器は乗務前点呼だけで用いればよく、乗務後点呼では不要である。
4. 新たに選任した運行管理者には、所定の年度に基礎講習又は一般講習を受講させる必要がある。","1,4",正しい記述は「運行管理者講習」と「アルコール検知器」に関するもの。誤りの選択肢は、法令上の主体、期限、義務の範囲又は実務上の判断を取り違えている。,generated_practice,generated_practice
practice_500_freight,運行管理者試験,貨物,実践演習,500問演習,オリジナル演習,practice_500_freight_q019,19,1,貨物自動車運送事業法関係,true_false_group,貨物自動車運送事業法関係に関する次の記述のうち、適切なものには「適」を、適切でないものには「不適」を記入しなさい。試験対策として、もっとも適切な記述を選びなさい。,事業者は、運行管理者に必要な権限を与え、その助言を尊重する必要がある。,運行管理者の助言は、法令上まったく考慮する必要がない。,乗務前及び乗務後の点呼のいずれも対面で行えない運行を含む場合、運行指示書を作成し、運転者に携行させる必要がある。,運行経路の変更があっても、運行指示書の変更記載は不要である。,,,,,"貨物自動車運送事業法関係に関する次の記述のうち、適切なものには「適」を、適切でないものには「不適」を記入しなさい。試験対策として、もっとも適切な記述を選びなさい。
1. 事業者は、運行管理者に必要な権限を与え、その助言を尊重する必要がある。
2. 運行管理者の助言は、法令上まったく考慮する必要がない。
3. 乗務前及び乗務後の点呼のいずれも対面で行えない運行を含む場合、運行指示書を作成し、運転者に携行させる必要がある。
4. 運行経路の変更があっても、運行指示書の変更記載は不要である。","適-1,3;不適-2,4",１と３は、それぞれ「安全管理体制」「運行指示書」の原則に合っている。２と４は、要件や判断基準が原則と異なるため不適切である。,generated_practice,generated_practice
practice_500_freight,運行管理者試験,貨物,実践演習,500問演習,オリジナル演習,practice_500_freight_q020,20,1,貨物自動車運送事業法関係,single_select,貨物の積載に関する次の記述のうち、正しいものを１つ選びなさい。安全確保の観点から判断しなさい。,シート掛け等の落下防止措置は、雨天時だけ行えば足りる。,貨物を積載するときは、偏荷重を避け、荷崩れや落下を防止するためロープやシート等で必要な措置を講じる。,偏荷重は運転者の運転技術で補えるため、積載時に考慮する必要はない。,荷崩れ防止措置は最大積載量を超える場合だけ必要である。,,,,,"貨物の積載に関する次の記述のうち、正しいものを１つ選びなさい。安全確保の観点から判断しなさい。
1. シート掛け等の落下防止措置は、雨天時だけ行えば足りる。
2. 貨物を積載するときは、偏荷重を避け、荷崩れや落下を防止するためロープやシート等で必要な措置を講じる。
3. 偏荷重は運転者の運転技術で補えるため、積載時に考慮する必要はない。
4. 荷崩れ防止措置は最大積載量を超える場合だけ必要である。",2,貨物の積載については、「貨物を積載するときは、偏荷重を避け、荷崩れや落下を防止するためロープやシート等で必要な措置を講じる。」が正しい。その他の選択肢は、要件、期限、主体又は義務の内容が法令上の原則と異なる。,generated_practice,generated_practice
practice_500_freight,運行管理者試験,貨物,実践演習,500問演習,オリジナル演習,practice_500_freight_q021,21,1,貨物自動車運送事業法関係,combination,貨物自動車運送事業法の目的について、次のＡ、Ｂ、Ｃに入るべき字句を選択肢から選びなさい。貨物自動車運送事業の運営を（Ａ）なものとし、（Ｂ）を確保するとともに、事業の（Ｃ）を図る。,公正,適正かつ合理的,輸送の安全,利用者の利益,健全な発達,迅速な処分,過労運転,事故統計,"貨物自動車運送事業法の目的について、次のＡ、Ｂ、Ｃに入るべき字句を選択肢から選びなさい。貨物自動車運送事業の運営を（Ａ）なものとし、（Ｂ）を確保するとともに、事業の（Ｃ）を図る。
1. 公正
2. 適正かつ合理的
3. 輸送の安全
4. 利用者の利益
5. 健全な発達
6. 迅速な処分
7. 過労運転
8. 事故統計",A-2;B-3;C-5,目的規定は、運営の適正・合理化、輸送の安全確保、事業の健全な発達を柱とする。,generated_practice,generated_practice
practice_500_freight,運行管理者試験,貨物,実践演習,500問演習,オリジナル演習,practice_500_freight_q022,22,1,貨物自動車運送事業法関係,single_select,点呼に関する次の記述のうち、正しいものを１つ選びなさい。実務での運行管理を想定して判断しなさい。,乗務前点呼では、酒気帯びの有無だけ確認すれば足り、日常点検の報告は不要である。,乗務後点呼では、酒気帯びの有無の確認を省略することができる。,点呼記録は営業所ごとの合計数だけ保存すれば足りる。,乗務前点呼では、酒気帯びの有無、疾病・疲労等の有無、日常点検の実施又は確認について報告を求め、必要な指示を行う。,,,,,"点呼に関する次の記述のうち、正しいものを１つ選びなさい。実務での運行管理を想定して判断しなさい。
1. 乗務前点呼では、酒気帯びの有無だけ確認すれば足り、日常点検の報告は不要である。
2. 乗務後点呼では、酒気帯びの有無の確認を省略することができる。
3. 点呼記録は営業所ごとの合計数だけ保存すれば足りる。
4. 乗務前点呼では、酒気帯びの有無、疾病・疲労等の有無、日常点検の実施又は確認について報告を求め、必要な指示を行う。",4,点呼については、「乗務前点呼では、酒気帯びの有無、疾病・疲労等の有無、日常点検の実施又は確認について報告を求め、必要な指示を行う。」が正しい。その他の選択肢は、要件、期限、主体又は義務の内容が法令上の原則と異なる。,generated_practice,generated_practice
practice_500_freight,運行管理者試験,貨物,実践演習,500問演習,オリジナル演習,practice_500_freight_q023,23,1,貨物自動車運送事業法関係,multiple_select,貨物自動車運送事業法に関する次の記述のうち、正しいものを２つ選びなさい。試験対策として、もっとも適切な記述を選びなさい。,目視で酒気帯びがないと判断できれば、アルコール検知器による確認は省略できる。,休憩又は睡眠をした場合でも、その地点や日時は記録事項ではない。,点呼で酒気帯びの有無を確認する場合は、目視等の確認のほか、アルコール検知器を用いる必要がある。,乗務等の記録には、乗務の開始及び終了の地点・日時、主な経過地点、乗務距離等を記録させる。,,,,,"貨物自動車運送事業法に関する次の記述のうち、正しいものを２つ選びなさい。試験対策として、もっとも適切な記述を選びなさい。
1. 目視で酒気帯びがないと判断できれば、アルコール検知器による確認は省略できる。
2. 休憩又は睡眠をした場合でも、その地点や日時は記録事項ではない。
3. 点呼で酒気帯びの有無を確認する場合は、目視等の確認のほか、アルコール検知器を用いる必要がある。
4. 乗務等の記録には、乗務の開始及び終了の地点・日時、主な経過地点、乗務距離等を記録させる。","3,4",正しい記述は「アルコール検知器」と「乗務等の記録」に関するもの。誤りの選択肢は、法令上の主体、期限、義務の範囲又は実務上の判断を取り違えている。,generated_practice,generated_practice
