hub_file,slug,title,highlight,values,flags,verified
numbers.csv,s32-kon-sokudo-kisei-num,速度規制の手続数値（手続確認）,速度規制の数値整理 — 関連制度：速度制限 / 記録・保存：学習記録,速度制限 | 学習記録 | 過去問で型確認 | 速度規制の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,s32-kon-ippan-tokutei-num,一般貨物と特定貨物｜手続早見（手続確認）,一般貨物と特定貨物の数値整理 — 関連制度：一般貨物自動車運送事業 / 記録・保存：学習記録,一般貨物自動車運送事業 | 学習記録 | 過去問で型確認 | 一般貨物と特定貨物の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,s32-kon-unko-kiroku-num,運行記録の手続数値（手続確認）,運行記録の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 運行記録の数値整理 | 数値整理は試験要項・省令で確認 | 運行記録,concept_page,
numbers.csv,s32-kon-kyukei-kikan-num,休息時間の手続数値（手続確認）,休息時間の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：休息期間,数値整理は試験要項・省令で確認 | 休息期間 | 学習記録 | 過去問で型確認 | 休息時間の数値整理,concept_page;maybe_missing_digit,
numbers.csv,s32-kon-seibi-kanri-num,整備と運行の手続数値（手続確認）,整備と運行の数値整理 — 関連制度：整備管理者 / 記録・保存：学習記録,整備管理者 | 学習記録 | 過去問で型確認 | 整備と運行の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,s32-kon-jigyoyo-kisei-num,事業用規制の手続数値（手続確認）,事業用規制の数値整理 — 関連制度：事業用自動車 / 記録・保存：学習記録,事業用自動車 | 学習記録 | 過去問で型確認 | 事業用規制の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,s32-kon-sennin-todoke-num,選任と届出の手続数値（手続確認）,選任と届出の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：運行管理者選任届,数値整理は試験要項・省令で確認 | 運行管理者選任届 | 学習記録 | 過去問で型確認 | 選任と届出の数値整理,concept_page,
numbers.csv,s33-kon-unkan-kanri-num,運行管理者制度｜数値早見（数値確認）,運行管理者制度の数値整理 — 確認テーマ：運行管理者制度の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,運行管理者制度の数値整理 | 数値整理は試験要項・省令で確認 | 運行管理者 | 学習記録 | 過去問で型確認,concept_page,
numbers.csv,s33-kon-tenko-gimu-num,点呼義務の数値早見（数値確認）,点呼義務の数値整理 — 関連制度：点呼 / 記録・保存：学習記録,点呼 | 学習記録 | 過去問で型確認 | 点呼義務の数値整理 | 数値整理は試験要項・省令で確認,concept_page;maybe_missing_digit,
numbers.csv,s33-kon-shuki-unten-num,酒気帯び運転｜数値早見（数値確認）,酒気帯び運転の数値整理 — 関連制度：酒気帯び / 記録・保存：学習記録,酒気帯び | 学習記録 | 過去問で型確認 | 酒気帯び運転の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,s33-kon-sokudo-kisei-num,速度規制の数値早見（数値確認）,速度規制の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 速度規制の数値整理 | 数値整理は試験要項・省令で確認 | 速度制限,concept_page,
numbers.csv,s33-kon-ippan-tokutei-num,一般貨物と特定貨物｜数値早見（数値確認）,一般貨物と特定貨物の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 一般貨物と特定貨物の数値整理 | 数値整理は試験要項・省令で確認 | 一般貨物自動車運送事業,concept_page,
numbers.csv,s33-kon-unko-kiroku-num,運行記録の数値早見（数値確認）,運行記録の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：運行記録,数値整理は試験要項・省令で確認 | 運行記録 | 学習記録 | 過去問で型確認 | 運行記録の数値整理,concept_page,
numbers.csv,s33-kon-kyukei-kikan-num,休息時間の数値早見（数値確認）,休息時間の数値整理 — 関連制度：休息期間 / 記録・保存：学習記録,休息期間 | 学習記録 | 過去問で型確認 | 休息時間の数値整理 | 数値整理は試験要項・省令で確認,concept_page;maybe_missing_digit,
numbers.csv,s33-kon-seibi-kanri-num,整備と運行の数値早見（数値確認）,整備と運行の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 整備と運行の数値整理 | 数値整理は試験要項・省令で確認 | 整備管理者,concept_page,
numbers.csv,s33-kon-jigyoyo-kisei-num,事業用規制の数値早見（数値確認）,事業用規制の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：事業用自動車,数値整理は試験要項・省令で確認 | 事業用自動車 | 学習記録 | 過去問で型確認 | 事業用規制の数値整理,concept_page,
numbers.csv,s33-kon-sennin-todoke-num,選任と届出の数値早見（数値確認）,選任と届出の数値整理 — 関連制度：運行管理者選任届 / 記録・保存：学習記録,運行管理者選任届 | 学習記録 | 過去問で型確認 | 選任と届出の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,s34-kon-unkan-kanri-num,運行管理者制度｜頻出早見（頻出整理）,運行管理者制度の数値整理 — 関連制度：運行管理者 / 記録・保存：学習記録,運行管理者 | 学習記録 | 過去問で型確認 | 運行管理者制度の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,s34-kon-tenko-gimu-num,点呼義務の頻出数値（頻出整理）,点呼義務の数値整理 — 確認テーマ：点呼義務の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,点呼義務の数値整理 | 数値整理は試験要項・省令で確認 | 点呼 | 学習記録 | 過去問で型確認,concept_page;maybe_missing_digit,
numbers.csv,s34-kon-shuki-unten-num,酒気帯び運転｜頻出早見（頻出整理）,酒気帯び運転の数値整理 — 関連制度：酒気帯び / 記録・保存：学習記録,酒気帯び | 学習記録 | 過去問で型確認 | 酒気帯び運転の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,s34-kon-sokudo-kisei-num,速度規制の頻出数値（頻出整理）,速度規制の数値整理 — 関連制度：速度制限 / 記録・保存：学習記録,速度制限 | 学習記録 | 過去問で型確認 | 速度規制の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,s34-kon-ippan-tokutei-num,一般貨物と特定貨物｜頻出早見（頻出整理）,一般貨物と特定貨物の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 一般貨物と特定貨物の数値整理 | 数値整理は試験要項・省令で確認 | 一般貨物自動車運送事業,concept_page,
numbers.csv,s34-kon-unko-kiroku-num,運行記録の頻出数値（頻出整理）,運行記録の数値整理 — 関連制度：運行記録 / 記録・保存：学習記録,運行記録 | 学習記録 | 過去問で型確認 | 運行記録の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,s34-kon-kyukei-kikan-num,休息時間の頻出数値（頻出整理）,休息時間の数値整理 — 関連制度：休息期間 / 記録・保存：学習記録,休息期間 | 学習記録 | 過去問で型確認 | 休息時間の数値整理 | 数値整理は試験要項・省令で確認,concept_page;maybe_missing_digit,
numbers.csv,s34-kon-seibi-kanri-num,整備と運行の頻出数値（頻出整理）,整備と運行の数値整理 — 確認テーマ：整備と運行の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,整備と運行の数値整理 | 数値整理は試験要項・省令で確認 | 整備管理者 | 学習記録 | 過去問で型確認,concept_page,
numbers.csv,s34-kon-jigyoyo-kisei-num,事業用規制の頻出数値（頻出整理）,事業用規制の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：事業用自動車,数値整理は試験要項・省令で確認 | 事業用自動車 | 学習記録 | 過去問で型確認 | 事業用規制の数値整理,concept_page,
numbers.csv,s34-kon-sennin-todoke-num,選任と届出の頻出数値（頻出整理）,選任と届出の数値整理 — 確認テーマ：選任と届出の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,選任と届出の数値整理 | 数値整理は試験要項・省令で確認 | 運行管理者選任届 | 学習記録 | 過去問で型確認,concept_page,
numbers.csv,s35-kon-unkan-kanri-num,運行管理者制度｜基礎早見（基礎整理）,運行管理者制度の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：運行管理者,数値整理は試験要項・省令で確認 | 運行管理者 | 定義確認のメモ | 主語→目的→対象 | 運行管理者制度の数値整理,concept_page,
numbers.csv,s35-kon-tenko-gimu-num,点呼義務の基礎数値（基礎整理）,点呼義務の数値整理 — 確認テーマ：点呼義務の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,点呼義務の数値整理 | 数値整理は試験要項・省令で確認 | 点呼 | 定義確認のメモ | 主語→目的→対象,concept_page;maybe_missing_digit,
numbers.csv,s35-kon-shuki-unten-num,酒気帯び運転｜基礎早見（基礎整理）,酒気帯び運転の数値整理 — 確認テーマ：酒気帯び運転の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,酒気帯び運転の数値整理 | 数値整理は試験要項・省令で確認 | 酒気帯び | 定義確認のメモ | 主語→目的→対象,concept_page,
numbers.csv,s35-kon-sokudo-kisei-num,速度規制の基礎数値（基礎整理）,速度規制の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：速度制限,数値整理は試験要項・省令で確認 | 速度制限 | 定義確認のメモ | 主語→目的→対象 | 速度規制の数値整理,concept_page,
numbers.csv,s35-kon-ippan-tokutei-num,一般貨物と特定貨物｜基礎早見（基礎整理）,一般貨物と特定貨物の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：一般貨物自動車運送事業,数値整理は試験要項・省令で確認 | 一般貨物自動車運送事業 | 定義確認のメモ | 主語→目的→対象 | 一般貨物と特定貨物の数値整理,concept_page,
numbers.csv,s35-kon-unko-kiroku-num,運行記録の基礎数値（基礎整理）,運行記録の数値整理 — 関連制度：運行記録 / 記録・保存：定義確認のメモ,運行記録 | 定義確認のメモ | 主語→目的→対象 | 運行記録の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,s35-kon-kyukei-kikan-num,休息時間の基礎数値（基礎整理）,休息時間の数値整理 — 確認テーマ：休息時間の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,休息時間の数値整理 | 数値整理は試験要項・省令で確認 | 休息期間 | 定義確認のメモ | 主語→目的→対象,concept_page;maybe_missing_digit,
numbers.csv,s35-kon-seibi-kanri-num,整備と運行の基礎数値（基礎整理）,整備と運行の数値整理 — 関連制度：整備管理者 / 記録・保存：定義確認のメモ,整備管理者 | 定義確認のメモ | 主語→目的→対象 | 整備と運行の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,s35-kon-jigyoyo-kisei-num,事業用規制の基礎数値（基礎整理）,事業用規制の数値整理 — 関連制度：事業用自動車 / 記録・保存：定義確認のメモ,事業用自動車 | 定義確認のメモ | 主語→目的→対象 | 事業用規制の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,s35-kon-sennin-todoke-num,選任と届出の基礎数値（基礎整理）,選任と届出の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：運行管理者選任届,数値整理は試験要項・省令で確認 | 運行管理者選任届 | 定義確認のメモ | 主語→目的→対象 | 選任と届出の数値整理,concept_page,
numbers.csv,s36-kon-unkan-kanri-num,運行管理者制度｜連動早見（実務連動）,運行管理者制度の数値整理 — 確認テーマ：運行管理者制度の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,運行管理者制度の数値整理 | 数値整理は試験要項・省令で確認 | 運行管理者 | 運転日誌・報告書 | 誰が・いつ・何を,concept_page;maybe_missing_digit,
numbers.csv,s36-kon-tenko-gimu-num,点呼義務の連動数値（実務連動）,点呼義務の数値整理 — 関連制度：点呼 / 記録・保存：運転日誌・報告書,点呼 | 運転日誌・報告書 | 誰が・いつ・何を | 点呼義務の数値整理 | 数値整理は試験要項・省令で確認,concept_page;maybe_missing_digit,
numbers.csv,s36-kon-shuki-unten-num,酒気帯び運転｜連動早見（実務連動）,酒気帯び運転の数値整理 — 記録・保存：運転日誌・報告書 / 試験の確認点：誰が・いつ・何を,運転日誌・報告書 | 誰が・いつ・何を | 酒気帯び運転の数値整理 | 数値整理は試験要項・省令で確認 | 酒気帯び,concept_page;maybe_missing_digit,
numbers.csv,s36-kon-sokudo-kisei-num,速度規制の連動数値（実務連動）,速度規制の数値整理 — 関連制度：速度制限 / 記録・保存：運転日誌・報告書,速度制限 | 運転日誌・報告書 | 誰が・いつ・何を | 速度規制の数値整理 | 数値整理は試験要項・省令で確認,concept_page;maybe_missing_digit,
numbers.csv,s36-kon-ippan-tokutei-num,一般貨物と特定貨物｜連動早見（実務連動）,一般貨物と特定貨物の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：一般貨物自動車運送事業,数値整理は試験要項・省令で確認 | 一般貨物自動車運送事業 | 運転日誌・報告書 | 誰が・いつ・何を | 一般貨物と特定貨物の数値整理,concept_page;maybe_missing_digit,
numbers.csv,s36-kon-unko-kiroku-num,運行記録の連動数値（実務連動）,運行記録の数値整理 — 記録・保存：運転日誌・報告書 / 試験の確認点：誰が・いつ・何を,運転日誌・報告書 | 誰が・いつ・何を | 運行記録の数値整理 | 数値整理は試験要項・省令で確認 | 運行記録,concept_page;maybe_missing_digit,
numbers.csv,s36-kon-kyukei-kikan-num,休息時間の連動数値（実務連動）,休息時間の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：休息期間,数値整理は試験要項・省令で確認 | 休息期間 | 運転日誌・報告書 | 誰が・いつ・何を | 休息時間の数値整理,concept_page;maybe_missing_digit,
numbers.csv,s36-kon-seibi-kanri-num,整備と運行の連動数値（実務連動）,整備と運行の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：整備管理者,数値整理は試験要項・省令で確認 | 整備管理者 | 運転日誌・報告書 | 誰が・いつ・何を | 整備と運行の数値整理,concept_page;maybe_missing_digit,
numbers.csv,s36-kon-jigyoyo-kisei-num,事業用規制の連動数値（実務連動）,事業用規制の数値整理 — 関連制度：事業用自動車 / 記録・保存：運転日誌・報告書,事業用自動車 | 運転日誌・報告書 | 誰が・いつ・何を | 事業用規制の数値整理 | 数値整理は試験要項・省令で確認,concept_page;maybe_missing_digit,
numbers.csv,s36-kon-sennin-todoke-num,選任と届出の連動数値（実務連動）,選任と届出の数値整理 — 関連制度：運行管理者選任届 / 記録・保存：運転日誌・報告書,運行管理者選任届 | 運転日誌・報告書 | 誰が・いつ・何を | 選任と届出の数値整理 | 数値整理は試験要項・省令で確認,concept_page;maybe_missing_digit,
numbers.csv,s37-kon-unkan-kanri-num,運行管理者制度の試験数値（試験頻出）,運行管理者制度の数値整理 — 記録・保存：過去問の条件メモ / 試験の確認点：逆転肢の型分類,過去問の条件メモ | 逆転肢の型分類 | 運行管理者制度の数値整理 | 数値整理は試験要項・省令で確認 | 運行管理者,concept_page,
numbers.csv,s37-kon-tenko-gimu-num,点呼義務の試験数値（試験頻出）,点呼義務の数値整理 — 確認テーマ：点呼義務の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,点呼義務の数値整理 | 数値整理は試験要項・省令で確認 | 点呼 | 過去問の条件メモ | 逆転肢の型分類,concept_page;maybe_missing_digit,
numbers.csv,s37-kon-shuki-unten-num,酒気帯び運転の試験数値（試験頻出）,酒気帯び運転の数値整理 — 関連制度：酒気帯び / 記録・保存：過去問の条件メモ,酒気帯び | 過去問の条件メモ | 逆転肢の型分類 | 酒気帯び運転の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,s37-kon-sokudo-kisei-num,速度規制の試験数値（試験頻出）,速度規制の数値整理 — 確認テーマ：速度規制の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,速度規制の数値整理 | 数値整理は試験要項・省令で確認 | 速度制限 | 過去問の条件メモ | 逆転肢の型分類,concept_page,
numbers.csv,s37-kon-ippan-tokutei-num,一般貨物と特定貨物の試験数値（試験頻出）,一般貨物と特定貨物の数値整理 — 関連制度：一般貨物自動車運送事業 / 記録・保存：過去問の条件メモ,一般貨物自動車運送事業 | 過去問の条件メモ | 逆転肢の型分類 | 一般貨物と特定貨物の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,s37-kon-unko-kiroku-num,運行記録の試験数値（試験頻出）,運行記録の数値整理 — 確認テーマ：運行記録の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,運行記録の数値整理 | 数値整理は試験要項・省令で確認 | 運行記録 | 過去問の条件メモ | 逆転肢の型分類,concept_page,
numbers.csv,s37-kon-kyukei-kikan-num,休息時間の試験数値（試験頻出）,休息時間の数値整理 — 確認テーマ：休息時間の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,休息時間の数値整理 | 数値整理は試験要項・省令で確認 | 休息期間 | 過去問の条件メモ | 逆転肢の型分類,concept_page;maybe_missing_digit,
numbers.csv,s37-kon-seibi-kanri-num,整備と運行の試験数値（試験頻出）,整備と運行の数値整理 — 記録・保存：過去問の条件メモ / 試験の確認点：逆転肢の型分類,過去問の条件メモ | 逆転肢の型分類 | 整備と運行の数値整理 | 数値整理は試験要項・省令で確認 | 整備管理者,concept_page,
numbers.csv,s37-kon-jigyoyo-kisei-num,事業用規制の試験数値（試験頻出）,事業用規制の数値整理 — 関連制度：事業用自動車 / 記録・保存：過去問の条件メモ,事業用自動車 | 過去問の条件メモ | 逆転肢の型分類 | 事業用規制の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,s37-kon-sennin-todoke-num,選任と届出の試験数値（試験頻出）,選任と届出の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：運行管理者選任届,数値整理は試験要項・省令で確認 | 運行管理者選任届 | 過去問の条件メモ | 逆転肢の型分類 | 選任と届出の数値整理,concept_page,
numbers.csv,s38-kon-unkan-kanri-num,運行管理者制度｜判例早見（判例・ガイド）,運行管理者制度の数値整理 — 関連制度：運行管理者 / 記録・保存：条文×通知の対応表,運行管理者 | 条文×通知の対応表 | 優先関係の整理 | 運行管理者制度の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,s38-kon-tenko-gimu-num,点呼義務｜判例早見（判例・ガイド）,点呼義務の数値整理 — 記録・保存：条文×通知の対応表 / 試験の確認点：優先関係の整理,条文×通知の対応表 | 優先関係の整理 | 点呼義務の数値整理 | 数値整理は試験要項・省令で確認 | 点呼,concept_page;maybe_missing_digit,
numbers.csv,s38-kon-shuki-unten-num,酒気帯び運転｜判例早見（判例・ガイド）,酒気帯び運転の数値整理 — 確認テーマ：酒気帯び運転の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,酒気帯び運転の数値整理 | 数値整理は試験要項・省令で確認 | 酒気帯び | 条文×通知の対応表 | 優先関係の整理,concept_page,
numbers.csv,s38-kon-sokudo-kisei-num,速度規制｜判例早見（判例・ガイド）,速度規制の数値整理 — 関連制度：速度制限 / 記録・保存：条文×通知の対応表,速度制限 | 条文×通知の対応表 | 優先関係の整理 | 速度規制の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,s38-kon-ippan-tokutei-num,一般貨物と特定貨物｜判例早見（判例・ガイド）,一般貨物と特定貨物の数値整理 — 確認テーマ：一般貨物と特定貨物の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,一般貨物と特定貨物の数値整理 | 数値整理は試験要項・省令で確認 | 一般貨物自動車運送事業 | 条文×通知の対応表 | 優先関係の整理,concept_page,
numbers.csv,s38-kon-unko-kiroku-num,運行記録｜判例早見（判例・ガイド）,運行記録の数値整理 — 記録・保存：条文×通知の対応表 / 試験の確認点：優先関係の整理,条文×通知の対応表 | 優先関係の整理 | 運行記録の数値整理 | 数値整理は試験要項・省令で確認 | 運行記録,concept_page,
numbers.csv,s38-kon-kyukei-kikan-num,休息時間｜判例早見（判例・ガイド）,休息時間の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：休息期間,数値整理は試験要項・省令で確認 | 休息期間 | 条文×通知の対応表 | 優先関係の整理 | 休息時間の数値整理,concept_page;maybe_missing_digit,
numbers.csv,s38-kon-seibi-kanri-num,整備と運行｜判例早見（判例・ガイド）,整備と運行の数値整理 — 確認テーマ：整備と運行の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,整備と運行の数値整理 | 数値整理は試験要項・省令で確認 | 整備管理者 | 条文×通知の対応表 | 優先関係の整理,concept_page,
numbers.csv,s38-kon-jigyoyo-kisei-num,事業用規制｜判例早見（判例・ガイド）,事業用規制の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：事業用自動車,数値整理は試験要項・省令で確認 | 事業用自動車 | 条文×通知の対応表 | 優先関係の整理 | 事業用規制の数値整理,concept_page,
numbers.csv,s38-kon-sennin-todoke-num,選任と届出｜判例早見（判例・ガイド）,選任と届出の数値整理 — 記録・保存：条文×通知の対応表 / 試験の確認点：優先関係の整理,条文×通知の対応表 | 優先関係の整理 | 選任と届出の数値整理 | 数値整理は試験要項・省令で確認 | 運行管理者選任届,concept_page,
numbers.csv,s39-kon-unkan-kanri-num,運行管理者制度｜横断早見（横断総合）,運行管理者制度の数値整理 — 記録・保存：弱点タグ付きノート / 試験の確認点：同型誤答の再演習,弱点タグ付きノート | 同型誤答の再演習 | 運行管理者制度の数値整理 | 数値整理は試験要項・省令で確認 | 運行管理者,concept_page;maybe_missing_digit,
numbers.csv,s39-kon-tenko-gimu-num,点呼義務の横断数値（横断総合）,点呼義務の数値整理 — 記録・保存：弱点タグ付きノート / 試験の確認点：同型誤答の再演習,弱点タグ付きノート | 同型誤答の再演習 | 点呼義務の数値整理 | 数値整理は試験要項・省令で確認 | 点呼,concept_page;maybe_missing_digit,
numbers.csv,s39-kon-shuki-unten-num,酒気帯び運転｜横断早見（横断総合）,酒気帯び運転の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：酒気帯び,数値整理は試験要項・省令で確認 | 酒気帯び | 弱点タグ付きノート | 同型誤答の再演習 | 酒気帯び運転の数値整理,concept_page;maybe_missing_digit,
